legislator_name                    , Party      , 2018-01, 2018-03, 2018-04, 2018-05, 2018-06 , 2018-07 , 2018-08 , 2018-10 , 2018-11 , 2018-12  , 2019-01  , 2019-02   , 2019-03   , 2019-04   , 2019-05   , 2019-06   , 2019-07   , 2019-08   , 2019-09   , 2019-10             , 2019-11   , 2019-12            , 2020-01            , 2020-02            , 2020-03             , 2020-04             , 2020-05            , 2020-06            , 2020-07             , 2020-08             , 2020-09             , 2020-10             , 2020-11             , 2020-12     , 2021-01             , 2021-02             , 2021-03             , 2021-04             , 2021-05             , 2021-06             , 2021-07             , 2021-08             , 2021-09             , 2021-10             , 2021-11             , 2021-12             , 2022-01             , 2022-02             , 2022-03             , 2022-04             , 2022-05             , 2022-06             , 2022-07             , 2022-08             , 2022-09             , 2022-10     , 2022-11     , 2022-12     , 2023-01     , 2023-02     , 2023-03     , 2023-04     , 2023-05     , 2023-06     , 2023-07     , 2023-08     , 2023-09     , 2023-10     , 2023-11             , 2023-12     , 2024-01     , 2024-02     , 2024-03     , 2024-04     , 2024-05     , 2024-06     , 2024-07     , 2024-08     , 2024-09     , 2024-10     , 2024-11     , 2024-12     , 2025-01     , 2025-02     , 2025-03     , 2025-04     , 2025-05     , 2025-06     , 2025-07     , 2025-08     , 2025-09     , 2025-10     , 2025-11     , 2025-12     , 2026-01     , 2026-02     , 2026-03
Peter Meijer                       , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,    224916.42        ,   2601495.03        ,   2601495.03        ,   2601495.03        ,   2601495.03        ,   2601495.03        ,   2601495.03        ,   2601495.03        ,   2601495.03        ,   2601495.03        ,   2601495.03        ,   2601495.03        ,   2601495.03        ,   2601495.03        ,   2601495.03        ,   2601495.03        ,   2601495.03        ,   2601495.03        ,   2601495.03        ,   2601495.03        ,   2601495.03        ,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03        ,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03,   2601495.03
Peter Welch                        , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,    16001.0         ,    72503.0          ,    96504.5          ,   104505.0         ,   104505.0         ,    104505.0         ,    104505.0         ,    104505.0         ,    104505.0         ,    112505.5         ,    112505.5 ,    112505.5         ,    112505.5         ,    112505.5         ,    112505.5         ,    112505.5         ,    112505.5         ,    112505.5         ,    112505.5         ,    120506.0         ,    120506.0         ,    266010.5         ,    266010.5         ,    266010.5         ,    266010.5         ,    266010.5         ,    266010.5         ,    266010.5         ,    266010.5         ,    266010.5         ,    266010.5         ,    266010.5         ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5         ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5 ,    266010.5
Raúl M. Grijalva                   , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,     16001.0         ,     16001.0         ,     16001.0         ,     16001.0         ,     16001.0 ,     16001.0         ,     16001.0         ,     16001.0         ,     16001.0         ,     16001.0         ,     16001.0         ,     16001.0         ,     16001.0         ,     16001.0         ,     16001.0         ,     16001.0         ,     16001.0         ,     16001.0         ,     16001.0         ,     16001.0         ,     16001.0         ,     16001.0         ,     16001.0         ,     16001.0         ,     16001.0         ,     16001.0         ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0         ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0 ,     16001.0
Richard Dean McCormick             , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,    128008.0 ,    128008.0 ,    128008.0 ,    128008.0 ,    128008.0 ,    128008.0 ,    128008.0 ,    128008.0 ,    128008.0         ,    128008.0 ,    128008.0 ,    128008.0 ,    128008.0 ,    128008.0 ,    128008.0 ,    128008.0 ,    128008.0 ,    128008.0 ,    128008.0 ,    128008.0 ,    128008.0 ,    128008.0 ,    128008.0 ,    128008.0 ,    128008.0 ,    128008.0 ,    128008.0 ,    128008.0 ,    128008.0 ,    128008.0 ,    144009.0 ,    144009.0 ,    248015.5 ,    248015.5 ,    248015.5 ,    248015.5 ,    248015.5
Richard W. Allen                   , Republican ,  8000.5,  8000.5,  8000.5, 16001.0,  32002.0,  32002.0,  64502.5,  64502.5,  64502.5,   64502.5,   64502.5,   97003.0 ,   97003.0 ,   97003.0 ,  162004.0 ,  202505.0 ,  202505.0 ,  310006.0 ,  547509.0 ,  655010.0           ,  655010.0 ,  703511.5          ,  703511.5          ,   874014.5         ,   906515.0          ,  1036517.0          ,  1125519.5         ,  1158020.0         ,   1223021.0         ,   1223021.0         ,   1223021.0         ,   1223021.0         ,   1296022.5         ,   1328523.0 ,   1476525.0         ,   1654530.0         ,   1792532.5         ,   1792532.5         ,   1922534.5         ,   1955035.0         ,   1987535.5         ,   1987535.5         ,   1987535.5         ,   2003536.5         ,   2003536.5         ,   2003536.5         ,   2226539.0         ,   2309540.0         ,   2582042.0         ,   2582042.0         ,   2832043.0         ,   2832043.0         ,   2832043.0         ,   2929544.5         ,   3279545.5         ,   3279545.5 ,   3279545.5 ,   3312046.0 ,   3387046.5 ,   3387046.5 ,   3637047.5 ,   3637047.5 ,   3637047.5 ,   3637047.5 ,   3637047.5 ,   3637047.5 ,   3712048.0 ,   3777049.0 ,   3809549.5         ,   3850050.5 ,   3882551.0 ,   3882551.0 ,   3882551.0 ,   3915051.5 ,   3947552.0 ,   4322552.5 ,   4355053.0 ,   4430053.5 ,   4605054.0 ,   4605054.0 ,   4605054.0 ,   4855055.0 ,   5062556.0 ,   5062556.0 ,   5062556.0 ,   5270057.0 ,   5302557.5 ,   5302557.5 ,   5377558.0 ,   5410058.5 ,   5410058.5 ,   5485059.0 ,   5485059.0 ,   5493059.5 ,   5700560.5 ,   5741061.5 ,   5741061.5
Rick Larsen                        , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,      8000.5         ,      8000.5 ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,     56003.5         ,     56003.5         ,     56003.5         ,     56003.5         ,     56003.5         ,     56003.5         ,     64004.0         ,     64004.0         ,     64004.0         ,     64004.0         ,     64004.0         ,     64004.0         ,     80005.0         ,     80005.0         ,     80005.0         ,     88005.5 ,     88005.5 ,     88005.5 ,     96006.0 ,     96006.0 ,     96006.0 ,    104006.5 ,    104006.5 ,    104006.5 ,    136008.5 ,    136008.5 ,    136008.5 ,    136008.5 ,    136008.5         ,    136008.5 ,    152009.5 ,    152009.5 ,    152009.5 ,    160010.0 ,    160010.0 ,    160010.0 ,    176011.0 ,    176011.0 ,    176011.0 ,    176011.0 ,    176011.0 ,    176011.0 ,    208013.0 ,    208013.0 ,    208013.0 ,    216013.5 ,    216013.5 ,    216013.5 ,    216013.5 ,    216013.5 ,    216013.5 ,    240015.0 ,    240015.0 ,    240015.0 ,    264016.5 ,    264016.5 ,    264016.5
Rick Scott                         , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          , 1300001.5          ,  1300001.5         ,  3350003.5          ,  3350003.5          ,  4650005.0         , 10400011.5         ,  11700013.0         ,  12833014.5         ,  16183018.0         ,  16183018.0         ,  16183018.0         ,  16183018.0 ,  16183018.0         ,  16183018.0         ,  16183018.0         ,  16183018.0         ,  16183018.0         ,  16183018.0         ,  16183018.0         ,  16183018.0         ,  16183018.0         ,  16183018.0         ,  16183018.0         ,  16183018.0         ,  16183018.0         ,  16183018.0         ,  16183018.0         ,  16183018.0         ,  16183018.0         ,  16183018.0         ,  16183018.0         ,  16183018.0         ,  16183018.0         ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0         ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0 ,  16183018.0
Ritchie John Torres                , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,    240015.0 ,    240015.0 ,    240015.0 ,    248015.5 ,    256016.0 ,    264016.5 ,    264016.5 ,    264016.5 ,    264016.5 ,    272017.0 ,    528033.0 ,    528033.0 ,    528033.0 ,    528033.0 ,    528033.0 ,    528033.0 ,    528033.0 ,    528033.0 ,    528033.0
Rob Bresnahan                      , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,    596528.5 ,   1214561.0 ,   1458070.5 ,   2731617.5 ,   3318645.0 ,   3681151.5 ,   3756152.0 ,   3756152.0 ,   3804653.5 ,   3804653.5 ,   4027656.0 ,   4035656.5 ,   4035656.5 ,   4043657.0 ,   4118657.5
Robert C. Bobby Scott              , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,    48501.5         ,     48501.5         ,     48501.5         ,     48501.5         ,     48501.5         ,     48501.5         ,     56502.0 ,     56502.0         ,     56502.0         ,     56502.0         ,     56502.0         ,     56502.0         ,     56502.0         ,     56502.0         ,     56502.0         ,     56502.0         ,     56502.0         ,     56502.0         ,     88504.0         ,     88504.0         ,     88504.0         ,     88504.0         ,     88504.0         ,     88504.0         ,     88504.0         ,     88504.0         ,     88504.0         ,     88504.0         ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0         ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0 ,     88504.0
Robert J. Wittman                  , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,     8000.5          ,     8000.5          ,    16001.0         ,    24001.5         ,     56003.5         ,     56003.5         ,     56003.5         ,     80005.0         ,     80005.0         ,    112505.5 ,    120506.0         ,    120506.0         ,    128506.5         ,    128506.5         ,    136507.0         ,    136507.0         ,    136507.0         ,    136507.0         ,    160508.5         ,    160508.5         ,    160508.5         ,    200511.0         ,    240513.5         ,    248514.0         ,    296517.0         ,    312518.0         ,    352520.5         ,    408524.0         ,    424525.0         ,    456527.0         ,    496529.5         ,    496529.5 ,    544532.5 ,    568534.0 ,    657536.5 ,    681538.0 ,    681538.0 ,    689538.5 ,    689538.5 ,    705539.5 ,    721540.5 ,    729541.0 ,    793545.0 ,    793545.0 ,    793545.0         ,    801545.5 ,    801545.5 ,    801545.5 ,    801545.5 ,    801545.5 ,    801545.5 ,    801545.5 ,    801545.5 ,    801545.5 ,    801545.5 ,    801545.5 ,    801545.5 ,    801545.5 ,    801545.5 ,    801545.5 ,    801545.5 ,    801545.5 ,    801545.5 ,    801545.5 ,    801545.5 ,    801545.5 ,    801545.5 ,    801545.5 ,    801545.5 ,    801545.5 ,    801545.5 ,    801545.5 ,    801545.5
Roger W. Marshall                  , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,   24001.5          ,   24001.5          ,    24001.5         ,    24001.5          ,    24001.5          ,    64004.0         ,    64004.0         ,     64004.0         ,     72004.5         ,     96006.0         ,     96006.0         ,     96006.0         ,     96006.0 ,     96006.0         ,     96006.0         ,     96006.0         ,     96006.0         ,     96006.0         ,     96006.0         ,     96006.0         ,     96006.0         ,     96006.0         ,     96006.0         ,     96006.0         ,     96006.0         ,     96006.0         ,     96006.0         ,     96006.0         ,     96006.0         ,     96006.0         ,     96006.0         ,     96006.0         ,     96006.0         ,     96006.0         ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0         ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0
Roger Williams                     , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,    8000.5 ,    8000.5 ,    8000.5 ,    8000.5 ,    8000.5 ,    8000.5 ,    8000.5 ,    8000.5           ,    8000.5 ,    8000.5          ,    8000.5          ,     8000.5         ,     8000.5          ,     8000.5          ,     8000.5         ,     8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5 ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,     24001.5         ,     24001.5         ,     24001.5         ,     24001.5         ,     24001.5         ,     24001.5         ,     24001.5         ,     24001.5         ,     24001.5         ,     24001.5         ,     24001.5         ,     24001.5         ,     48003.0         ,     48003.0         ,     48003.0         ,     48003.0         ,     56003.5 ,     56003.5 ,     56003.5 ,     56003.5 ,     56003.5 ,     56003.5 ,     56003.5 ,     56003.5 ,     56003.5 ,     56003.5 ,     56003.5 ,     56003.5 ,     56003.5 ,     56003.5         ,     56003.5 ,     56003.5 ,     56003.5 ,     64004.0 ,     64004.0 ,     64004.0 ,     64004.0 ,     64004.0 ,     64004.0 ,     64004.0 ,     64004.0 ,     64004.0 ,     64004.0 ,     64004.0 ,     64004.0 ,     64004.0 ,     64004.0 ,     64004.0 ,     64004.0 ,     64004.0 ,     64004.0 ,     64004.0 ,     64004.0 ,     64004.0 ,     80005.0 ,     80005.0 ,     80005.0 ,     80005.0
Ron Estes                          , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,      8000.5         ,     48501.5         ,     48501.5         ,     48501.5         ,     48501.5         ,     64502.5         ,     64502.5         ,     64502.5         ,     64502.5 ,     64502.5 ,     64502.5 ,     64502.5 ,     64502.5 ,     64502.5 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0         ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0 ,     72503.0
Ron Johnson                        , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         , 15000000.5          , 15000000.5          , 15000000.5         , 15000000.5         ,  15000000.5         ,  15000000.5         ,  15000000.5         ,  15000000.5         ,  15000000.5         ,  15000000.5 ,  15000000.5         ,  15000000.5         ,  15000000.5         ,  15000000.5         ,  15000000.5         ,  15000000.5         ,  15000000.5         ,  15000000.5         ,  15000000.5         ,  15000000.5         ,  15000000.5         ,  15000000.5         ,  15000000.5         ,  15000000.5         ,  15000000.5         ,  15000000.5         ,  15000000.5         ,  15000000.5         ,  15000000.5         ,  15000000.5         ,  15000000.5         ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5         ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5 ,  15000000.5
Ron L Wyden                        , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,  1366019.0          ,  2421529.5         ,  4475054.0         ,   5768067.5         ,   7629591.0         ,   7836094.0         ,   7884097.0         ,   7959097.5         ,   7959097.5 ,   7959097.5         ,   7959097.5         ,   7959097.5         ,   7959097.5         ,   7959097.5         ,   7959097.5         ,   7959097.5         ,   7959097.5         ,   7959097.5         ,   7959097.5         ,   7959097.5         ,   7959097.5         ,   7959097.5         ,   7959097.5         ,   7959097.5         ,   7959097.5         ,   7959097.5         ,   7959097.5         ,   7959097.5         ,   7959097.5         ,   7959097.5         ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5         ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5 ,   7959097.5
Ross Deborah K.                    , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,     65001.0         ,     65001.0         ,     65001.0         ,     65001.0         ,     65001.0         ,     65001.0         ,     65001.0         ,     65001.0         ,     65001.0         ,     65001.0         ,     65001.0         ,     65001.0         ,     65001.0         ,     65001.0         ,     65001.0         ,     65001.0         ,     65001.0         ,     65001.0         ,     65001.0         ,     65001.0         ,     65001.0         ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0         ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0 ,     65001.0
