chamber,legislator_name,disclosure_date,transaction_date,ticker,asset_description,asset_type,transaction_type,amount_range,amount_min,amount_max,amount_avg,owner,ptr_link,office,party,state,comment,transaction_year,disclosure_year
Senate,Pat Roberts,,06/04/2020,AAL,American Airlines Group Inc.,Stock,Purchase,"$1,001 - $15,000",1001.0,15000.0,8000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/8be9d29a-c980-494e-b719-64794f213978/,,,,sep,2020,
Senate,Pat Roberts,,06/30/2020,BA,The Boeing Company,Stock,Purchase,"$1,001 - $15,000",1001.0,15000.0,8000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/8be9d29a-c980-494e-b719-64794f213978/,,,,R,2020,
Senate,Pat Roberts,,06/30/2020,AAL,American Airlines Group Inc.,Stock,Purchase,"$1,001 - $15,000",1001.0,15000.0,8000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/8be9d29a-c980-494e-b719-64794f213978/,,,,R,2020,
Senate,Pat Roberts,,06/05/2020,BA,The Boeing Company,Stock,Purchase,"$1,001 - $15,000",1001.0,15000.0,8000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/8be9d29a-c980-494e-b719-64794f213978/,,,,555,2020,
Senate,Ron L Wyden,,06/30/2020,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/26/2020,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/26/2020,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/26/2020,MSFT,Microsoft Corporation,Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/26/2020,NFLX,"Netflix, Inc.",Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/26/2020,NVDA,NVIDIA Corporation,Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/24/2020,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/24/2020,COST,Costco Wholesale Corporation,Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/24/2020,COUP,Coupa Software Incorporated,Stock,Purchase,"$50,001 - $100,000",50001.0,100000.0,75000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/24/2020,DIS,The Walt Disney Company,Stock,Purchase,"$50,001 - $100,000",50001.0,100000.0,75000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/24/2020,FB,"Facebook, Inc.",Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/24/2020,GOOG,Alphabet Inc.,Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/24/2020,IRBT,iRobot Corporation,Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/24/2020,MSFT,Microsoft Corporation,Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/24/2020,NVDA,NVIDIA Corporation,Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/24/2020,PYPL,"PayPal Holdings, Inc.",Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/23/2020,AAPL,Apple Inc.,Stock,Purchase,"$50,001 - $100,000",50001.0,100000.0,75000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/23/2020,AMAT,"Applied Materials, Inc.",Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/23/2020,AVGO,Broadcom Inc.,Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/23/2020,COUP,Coupa Software Incorporated,Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/23/2020,MMM,3M Company,Stock,Purchase,"$50,001 - $100,000",50001.0,100000.0,75000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/23/2020,MSFT,Microsoft Corporation,Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/17/2020,AMAT,"Applied Materials, Inc.",Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/17/2020,COUP,Coupa Software Incorporated,Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/17/2020,INTC,Intel Corporation,Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/17/2020,KLAC,KLA Corporation,Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/17/2020,MSFT,Microsoft Corporation,Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/03/2020,NFLX,"Netflix, Inc.",Stock,Purchase,"$50,001 - $100,000",50001.0,100000.0,75000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/04/2020,VMC,Vulcan Materials Company,Stock,Purchase,"$50,001 - $100,000",50001.0,100000.0,75000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/04/2020,STZ,"Constellation Brands, Inc.",Stock,Purchase,"$50,001 - $100,000",50001.0,100000.0,75000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/04/2020,RDS-B,Royal Dutch Shell plc,Stock,Sale (Full),"$1,001 - $15,000",1001.0,15000.0,8000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/04/2020,PYPL,"PayPal Holdings, Inc.",Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/04/2020,MAR,"Marriott International, Inc.",Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/04/2020,KLAC,KLA Corporation,Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/04/2020,FB,"Facebook, Inc.",Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/04/2020,AVGO,Broadcom Inc.,Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/05/2020,VMC,Vulcan Materials Company,Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/05/2020,TRIP,"TripAdvisor, Inc.",Stock,Purchase,"$50,001 - $100,000",50001.0,100000.0,75000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/05/2020,MAR,"Marriott International, Inc.",Stock,Purchase,"$50,001 - $100,000",50001.0,100000.0,75000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/05/2020,GOOG,Alphabet Inc.,Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/05/2020,FB,"Facebook, Inc.",Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/05/2020,CAT,Caterpillar Inc.,Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/05/2020,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/05/2020,AMAT,"Applied Materials, Inc.",Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/12/2020,NVDA,NVIDIA Corporation,Stock,Purchase,"$50,001 - $100,000",50001.0,100000.0,75000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/12/2020,DIS,The Walt Disney Company,Stock,Purchase,"$50,001 - $100,000",50001.0,100000.0,75000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/12/2020,DIS,The Walt Disney Company,Stock,Purchase,"$1,001 - $15,000",1001.0,15000.0,8000.5,Child,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/12/2020,DIS,The Walt Disney Company,Stock,Purchase,"$1,001 - $15,000",1001.0,15000.0,8000.5,Child,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/12/2020,DIS,The Walt Disney Company,Stock,Purchase,"$1,001 - $15,000",1001.0,15000.0,8000.5,Child,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/02/2020,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Ron L Wyden,,06/02/2020,BERY,"Berry Global Group, Inc.",Stock,Purchase,"$50,001 - $100,000",50001.0,100000.0,75000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,,,,--,2020,
Senate,Richard Blumenthal,,07/01/2020,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,N/A,Unknown,,,,N/A,https://efdsearch.senate.gov/search/view/paper/5222f3bf-d740-4457-b3b9-190e56485109/,,,,,2020,
Senate,Thomas R Carper,,06/19/2020,--,"BCS Contingent Autocall INTC <div class=""text-muted""><em>Rate/Coupon:</em> 10.15%<br> <em>Matures:</em> 6/22/23</div>",Corporate Bond,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/501abd3a-13d8-4087-9bcf-bc15bfbd3d18/,,,,--,2020,
Senate,Thomas R Carper,,06/19/2020,--,"BCS Contingent Autocall INTC <div class=""text-muted""><em>Rate/Coupon:</em> 10.15%<br> <em>Matures:</em> 06/22/23</div>",Corporate Bond,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/501abd3a-13d8-4087-9bcf-bc15bfbd3d18/,,,,--,2020,
Senate,Thomas R Carper,,06/11/2020,--,"MS Contingent Autocall INTC <div class=""text-muted""><em>Rate/Coupon:</em> 8.2%<br> <em>Matures:</em> 12/9/22</div>",Corporate Bond,Sale (Full),"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/501abd3a-13d8-4087-9bcf-bc15bfbd3d18/,,,,--,2020,
Senate,Thomas R Carper,,06/11/2020,--,"MS Contingent Autocall INTC <div class=""text-muted""><em>Rate/Coupon:</em> 8.2%<br> <em>Matures:</em> 12/9/22</div>",Corporate Bond,Sale (Full),"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/501abd3a-13d8-4087-9bcf-bc15bfbd3d18/,,,,--,2020,
Senate,Daniel S Sullivan,,05/18/2020,RPM,RPM International Inc.,Stock,Sale (Partial),"$50,001 - $100,000",50001.0,100000.0,75000.5,Joint,https://efdsearch.senate.gov/search/view/ptr/fb2ec813-dbc5-48d6-b73e-fe88276133c7/,,,,"The filer's portfolio is managed by a third party investment professional. The filer was advised of these transactions on June 2, 2020. This activity is part of an ongoing long-term portfolio diversification strategy that regularly includes similar transactions.",2020,
Senate,Rick Scott,,06/02/2020,--,"Metropolitan Nashville Airport Auth Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 07/01/2036</div>",Municipal Security,Sale (Full),"$100,001 - $250,000",100001.0,250000.0,175000.5,Self,https://efdsearch.senate.gov/search/view/ptr/e3a4defa-79b2-4dd2-8ab5-9b17124c6e2f/,,,,--,2020,
Senate,Rick Scott,,06/02/2020,--,"City of Chicago Chicago O'Hare Intl Airport Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 01/01/2026</div>",Municipal Security,Sale (Full),"$100,001 - $250,000",100001.0,250000.0,175000.5,Self,https://efdsearch.senate.gov/search/view/ptr/e3a4defa-79b2-4dd2-8ab5-9b17124c6e2f/,,,,--,2020,
Senate,Rick Scott,,06/01/2020,--,"Broward County Florida Airport Sys Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 10/01/2034</div>",Municipal Security,Sale (Full),"$100,001 - $250,000",100001.0,250000.0,175000.5,Self,https://efdsearch.senate.gov/search/view/ptr/e3a4defa-79b2-4dd2-8ab5-9b17124c6e2f/,,,,--,2020,
Senate,Rick Scott,,06/02/2020,--,"City of Chicago Chicago O'Hare Intl Airport Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 01/01/2026</div>",Municipal Security,Sale (Full),"$500,001 - $1,000,000",500001.0,1000000.0,750000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/e3a4defa-79b2-4dd2-8ab5-9b17124c6e2f/,,,,--,2020,
Senate,Rick Scott,,06/02/2020,--,"Greater Orlando Aviation Authority Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 10/01/2038</div>",Municipal Security,Sale (Full),"$500,001 - $1,000,000",500001.0,1000000.0,750000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/e3a4defa-79b2-4dd2-8ab5-9b17124c6e2f/,,,,--,2020,
Senate,Rick Scott,,06/02/2020,--,"Metropolitan Nashville Airport Auth Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 07/01/2036</div>",Municipal Security,Sale (Full),"$500,001 - $1,000,000",500001.0,1000000.0,750000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/e3a4defa-79b2-4dd2-8ab5-9b17124c6e2f/,,,,--,2020,
Senate,Rick Scott,,06/01/2020,--,"Broward County Florida Airport Sys Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 10/01/2034</div>",Municipal Security,Sale (Full),"$500,001 - $1,000,000",500001.0,1000000.0,750000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/e3a4defa-79b2-4dd2-8ab5-9b17124c6e2f/,,,,--,2020,
Senate,Rick Scott,,06/02/2020,--,"City of Chicago Chicago O'Hare Intl Airport Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 01/01/2026</div>",Municipal Security,Sale (Full),"$250,001 - $500,000",250001.0,500000.0,375000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/e3a4defa-79b2-4dd2-8ab5-9b17124c6e2f/,,,,--,2020,
Senate,Rick Scott,,06/02/2020,--,"Greater Orlando Aviation Authority Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 10/01/2038</div>",Municipal Security,Sale (Full),"$500,001 - $1,000,000",500001.0,1000000.0,750000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/e3a4defa-79b2-4dd2-8ab5-9b17124c6e2f/,,,,--,2020,
Senate,Rick Scott,,06/02/2020,--,"Metropolitan Nashville Airport Auth Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 07/01/2036</div>",Municipal Security,Sale (Full),"$500,001 - $1,000,000",500001.0,1000000.0,750000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/e3a4defa-79b2-4dd2-8ab5-9b17124c6e2f/,,,,--,2020,
Senate,Rick Scott,,06/01/2020,--,"Broward County Florida Airport Sys Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 10/01/2034</div>",Municipal Security,Sale (Full),"$500,001 - $1,000,000",500001.0,1000000.0,750000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/e3a4defa-79b2-4dd2-8ab5-9b17124c6e2f/,,,,--,2020,
Senate,Rick Scott,,06/02/2020,--,"Greater Orlando Aviation Authority Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 10/01/2038</div>",Municipal Security,Sale (Full),"$100,001 - $250,000",100001.0,250000.0,175000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/e3a4defa-79b2-4dd2-8ab5-9b17124c6e2f/,,,,--,2020,
Senate,Rick Scott,,06/02/2020,--,"Metropolitan Nashville Airport Auth Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 07/01/2037</div>",Municipal Security,Sale (Full),"$250,001 - $500,000",250001.0,500000.0,375000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/e3a4defa-79b2-4dd2-8ab5-9b17124c6e2f/,,,,--,2020,
Senate,Rick Scott,,06/01/2020,--,"Broward County Florida Airport Sys Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 10/01/2034</div>",Municipal Security,Sale (Full),"$250,001 - $500,000",250001.0,500000.0,375000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/e3a4defa-79b2-4dd2-8ab5-9b17124c6e2f/,,,,--,2020,
Senate,Rick Scott,,05/13/2020,--,"New York City Transitional Finance Auth Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 02/01/2041</div>",Municipal Security,Purchase,"$500,001 - $1,000,000",500001.0,1000000.0,750000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/e3a4defa-79b2-4dd2-8ab5-9b17124c6e2f/,,,,--,2020,
Senate,Rick Scott,,05/13/2020,--,"New York City Transitional Finance Auth Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 02/01/2041</div>",Municipal Security,Purchase,"$100,001 - $250,000",100001.0,250000.0,175000.5,Self,https://efdsearch.senate.gov/search/view/ptr/e3a4defa-79b2-4dd2-8ab5-9b17124c6e2f/,,,,--,2020,
Senate,Rick Scott,,05/13/2020,--,"New York City Transitional Finance Auth Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 02/01/2041</div>",Municipal Security,Purchase,"$500,001 - $1,000,000",500001.0,1000000.0,750000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/e3a4defa-79b2-4dd2-8ab5-9b17124c6e2f/,,,,--,2020,
Senate,Rick Scott,,05/13/2020,--,"New York City Transitional Finance Auth Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 02/01/2041</div>",Municipal Security,Purchase,"$250,001 - $500,000",250001.0,500000.0,375000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/e3a4defa-79b2-4dd2-8ab5-9b17124c6e2f/,,,,--,2020,
Senate,Mark R Warner,,05/04/2020,--,"BetterCloud <div class=""text-muted""> <em>Company:</em> BetterCloud &nbsp;(New York, NY) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Cloud Storage</div>",Other Securities,Purchase,"$250,001 - $500,000",250001.0,500000.0,375000.5,Self,https://efdsearch.senate.gov/search/view/ptr/4eedb755-716b-4b3d-9b5c-26bcca095138/,,,,"Underlying asset of New Amsterdam BC Investors, LLC",2020,
Senate,Thomas R Carper,,05/28/2020,XCAPX,ACAP Strategic Fund,Other Securities,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/338d0e16-a616-4e08-9302-dc37b941aa64/,,,,--,2020,
Senate,Thomas R Carper,,05/21/2020,PRJAX,PGIM Jennison Global Opportunities Fund-Class A,Other Securities,Sale (Full),"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/338d0e16-a616-4e08-9302-dc37b941aa64/,,,,--,2020,
Senate,Ron L Wyden,,05/27/2020,TRIP,"TripAdvisor, Inc.",Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/1ce2fd56-5a76-4de8-ba9f-a1cf840172be/,,,,--,2020,
Senate,Ron L Wyden,,05/27/2020,MAR,"Marriott International, Inc.",Stock,Purchase,"$50,001 - $100,000",50001.0,100000.0,75000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/1ce2fd56-5a76-4de8-ba9f-a1cf840172be/,,,,--,2020,
Senate,Ron L Wyden,,05/27/2020,VAC,Marriott Vacations Worldwide Corporation,Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/1ce2fd56-5a76-4de8-ba9f-a1cf840172be/,,,,--,2020,
Senate,Ron L Wyden,,05/26/2020,NVDA,NVIDIA Corporation,Stock,Purchase,"$100,001 - $250,000",100001.0,250000.0,175000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/1ce2fd56-5a76-4de8-ba9f-a1cf840172be/,,,,--,2020,
Senate,Ron L Wyden,,05/26/2020,VAC,Marriott Vacations Worldwide Corporation,Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/1ce2fd56-5a76-4de8-ba9f-a1cf840172be/,,,,--,2020,
Senate,Ron L Wyden,,05/21/2020,GOOG,Alphabet Inc.,Stock,Purchase,"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/1ce2fd56-5a76-4de8-ba9f-a1cf840172be/,,,,--,2020,
Senate,Ron L Wyden,,05/20/2020,PYPL,"PayPal Holdings, Inc.",Stock,Purchase,"$50,001 - $100,000",50001.0,100000.0,75000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/1ce2fd56-5a76-4de8-ba9f-a1cf840172be/,,,,--,2020,
Senate,Ron L Wyden,,05/20/2020,FB,"Facebook, Inc.",Stock,Purchase,"$50,001 - $100,000",50001.0,100000.0,75000.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/1ce2fd56-5a76-4de8-ba9f-a1cf840172be/,,,,--,2020,
Senate,Ron L Wyden,,05/11/2020,UBER,"Uber Technologies, Inc.",Stock,Sale (Full),"$15,001 - $50,000",15001.0,50000.0,32500.5,Spouse,https://efdsearch.senate.gov/search/view/ptr/1ce2fd56-5a76-4de8-ba9f-a1cf840172be/,,,,--,2020,
